OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total,OrderDate
59013,Louisville Llama Farm,LO,9.46,Dirt,112549.00,0.78,3.33,87788.22,374788.17,43759.73,506336.12,01-10-2021
59070,Microsoft# Inc.,LO,9.46,Distressed Red Oak,26077.00,18.57,23.33,484249.89,608376.41,103362.45,1195988.75,01-10-2021
59158,Grace Murray Hopper,II,9.46,Asphalt,95319.00,10.78,13.33,1027538.82,1270602.27,217404.15,2515545.24,01-10-2021
59165,Charles Darwin,HI,4.35,Granite,232418.00,72.50,29.25,16850305.00,6798226.50,1028711.12,24677242.62,01-10-2021
59215,Tractor Supply Co.,II,9.46,Trampoline,223194.00,20.78,13.33,4637971.32,2975176.02,720203.74,8333351.08,01-10-2021
59287,Ada Lovelace,WY,9.46,Tile,36934.00,1.50,14.30,55401.00,528156.20,55204.51,638761.71,01-10-2021
59302,Tractor Supply Co.,AK,1.76,Straw,240631.00,1.80,3.25,433135.80,782050.75,21387.28,1236573.83,01-10-2021
59308,Grace Murray Hopper,WY,9.46,Laminate,119413.00,4.50,9.80,537358.50,1170247.40,161539.52,1869145.42,01-10-2021
59327,Steve Jobs,TX,8.19,Carpet,226954.00,12.50,6.30,2836925.00,1429810.20,349445.61,4616180.81,01-10-2021
59398,Penn Jillette,KY,6,Distressed Red Oak,26568.00,18.57,23.33,493367.76,619831.44,66791.95,1179991.15,01-10-2021
59496,Alphabet,RI,7,Carpet,214931.00,12.50,6.30,2686637.50,1354065.30,282849.20,4323552.00,01-10-2021
59545,Steve Jobs,II,9.46,Tile,15215.00,1.50,14.30,22822.50,217574.50,22741.56,263138.56,01-10-2021
59569,Bill Gates,TX,8.19,Granite,191734.00,72.50,29.25,13900715.00,5608219.50,1597781.74,21106716.24,01-10-2021
59613,Jaden Smith,RI,7,Dirt,167412.00,0.78,3.33,130581.36,557481.96,48164.43,736227.75,01-10-2021
59643,Albert Einstein,AK,1.76,Disco Light Up Panels,176117.00,40.78,23.33,7182051.26,4108809.61,198719.15,11489580.02,01-10-2021
57068,Jean Ichbiah,II,9.46,Straw,68057.00,1.80,3.25,122502.60,221185.25,32512.87,376200.72,01-10-2023
57127,Alan M. Galloway# Sr.,TX,8.19,Carpet,87678.00,12.50,6.30,1095975.00,552371.40,134999.57,1783345.97,01-10-2023
57211,Bill Gates,KY,6,Straw,183457.00,1.80,3.25,330222.60,596235.25,55587.47,982045.32,01-10-2023
57267,Alex Trebek,LO,9.46,Dirt,52237.00,0.78,3.33,40744.86,173949.21,20310.06,235004.13,01-10-2023
57323,Monty Hall,OH,7.14,Mosaic Tile,66232.00,18.50,49.25,1225292.00,3261926.00,320387.37,4807605.37,01-10-2023
57353,Penn Jillette,OH,7.14,Disco Light Up Panels,258922.00,40.78,23.33,10558839.16,6040650.26,1185203.54,17784692.96,01-10-2023
57362,Elon Musk,HI,4.35,Mosaic Tile,118932.00,18.50,49.25,2200242.00,5857401.00,350507.47,8408150.47,01-10-2023
57426,Ada Lovelace,RI,7,Asphalt,126300.00,10.78,13.33,1361514.00,1683579.00,213156.51,3258249.51,01-10-2023
57508,Microsoft# Inc.,II,9.46,Dirt,51004.00,0.78,3.33,39783.12,169843.32,19830.66,229457.10,01-10-2023
57572,Steve Jobs,II,9.46,Laminate,144049.00,4.50,9.80,648220.50,1411680.20,194866.61,2254767.31,01-10-2023
57671,Jean Ichbiah,ZZ,9.46,Bamboo,127189.00,18.50,9.25,2352996.50,1176498.25,333890.20,3863384.95,01-10-2023
57768,Charles Babbage,XX,9.46,Wood,146476.00,12.50,9.25,1830950.00,1354903.00,301381.69,3487234.69,01-10-2023
57801,Steve Jobs,RI,7,Bamboo,228711.00,18.50,9.25,4231153.50,2115576.75,444271.12,6791001.37,01-10-2023
57816,Adams# Douglas,II,9.46,Laminate,222298.00,4.50,9.80,1000341.00,2178520.40,300720.29,3479581.69,01-10-2023
57817,Steve Jobs,AK,1.76,Carpet,76574.00,12.50,6.30,957175.00,482416.20,25336.81,1464928.01,01-10-2023
57961,Tractor Supply Co.,LO,9.46,Carpet,86133.00,12.50,6.30,1076662.50,542637.90,153185.82,1772486.22,01-10-2023
57981,Thomas J. Watson,KY,6,Bamboo,133190.00,18.50,9.25,2464015.00,1232007.50,221761.35,3917783.85,01-10-2023
58012,Penn Jillette,DN,9.46,Trampoline,237129.00,20.78,13.33,4927540.62,3160929.57,765169.28,8853639.47,01-10-2023
58100,Jaden Smith,TX,8.19,Trampoline,211845.00,20.78,13.33,4402139.10,2823893.85,591812.10,7817845.05,01-10-2023
58147,Louisville Llama Farm,TX,8.19,Granite,124795.00,72.50,29.25,9047637.50,3650253.75,1039957.29,13737848.54,01-10-2023
58185,Penn Jillette,ZZ,9.46,Granite,183862.00,72.50,29.25,13329995.00,5377963.50,1769772.87,20477731.37,01-10-2023
58225,Monty Hall,KY,6,Wood,240216.00,12.50,9.25,3002700.00,2221998.00,313481.88,5538179.88,01-10-2023
58376,The Boring Company,OH,7.14,Disco Light Up Panels,112006.00,40.78,23.33,4567604.68,2613099.98,512702.31,7693406.97,01-10-2023
58434,Apple,RI,7,Wood,80966.00,12.50,9.25,1012075.00,748935.50,123270.74,1884281.24,01-10-2023
295195,Thomas J. Watson,II,9.46,Trampoline,205446.00,20.78,13.33,4269167.88,2738595.18,662934.39,7670697.45,01-11-1997
295286,Penn Jillette,KY,6,Dirt,80215.00,0.78,3.33,62567.70,267115.95,19781.02,349464.67,01-11-1997
295303,Apple,LO,9.46,Wood,151658.00,12.50,9.25,1895725.00,1402836.50,312043.92,3610605.42,01-11-1997
295359,Albert Einstein,AK,1.76,Wood,232864.00,12.50,9.25,2910800.00,2153992.00,89140.34,5153932.34,01-11-1997
295402,Alan M. Galloway# Sr.,II,9.46,Laminate,146523.00,4.50,9.80,659353.50,1435925.40,198213.38,2293492.28,01-11-1997
295417,Grace Murray Hopper,OH,7.14,Straw,16767.00,1.80,3.25,30180.60,54492.75,6045.68,90719.03,01-11-1997
295481,Alphabet,ZZ,9.46,Trampoline,113976.00,20.78,13.33,2368421.28,1519300.08,367778.44,4255499.80,01-11-1997
295562,Charles Babbage,OH,7.14,Straw,160395.00,1.80,3.25,288711.00,521283.75,57833.63,867828.38,01-11-1997
295597,Bill Gates,II,9.46,Bamboo,40650.00,18.50,9.25,752025.00,376012.50,106712.35,1234749.85,01-11-1997
295665,Monsters Inc.,TX,8.19,Tile,264780.00,1.50,14.30,397170.00,3786354.00,342630.62,4526154.62,01-11-1997
295743,Monsters Inc.,XX,9.46,Straw,130689.00,1.80,3.25,235240.20,424739.25,62434.06,722413.51,01-11-1997
295749,Steve Jobs,AK,1.76,Laminate,79080.00,4.50,9.80,355860.00,774984.00,19902.85,1150746.85,01-11-1997
295804,Jean Ichbiah,HI,4.35,Granite,127606.00,72.50,29.25,9251435.00,3732475.50,564800.11,13548710.61,01-11-1997
295884,Alex Trebek,XX,9.46,Distressed Red Oak,220819.00,18.57,23.33,4100608.83,5151707.27,875269.10,10127585.20,01-11-1997
295927,The Boring Company,OH,7.14,Mosaic Tile,116165.00,18.50,49.25,2149052.50,5721126.25,561930.76,8432109.51,01-11-1997
295982,Jean Ichbiah,DN,9.46,Tile,5479.00,1.50,14.30,8218.50,78349.70,8189.35,94757.55,01-11-1997
296060,Bill Gates,RI,7,Trampoline,275602.00,20.78,13.33,5727009.56,3673774.66,658054.90,10058839.12,01-11-1997
296144,Louisville Llama Farm,KY,6,Mosaic Tile,149090.00,18.50,49.25,2758165.00,7342682.50,606050.85,10706898.35,01-11-1997
296179,Elon Musk,II,9.46,Granite,183048.00,72.50,29.25,13270980.00,5354154.00,1761937.68,20387071.68,01-11-1997
296323,Steve Jobs,XX,9.46,Dirt,236154.00,0.78,3.33,184200.12,786392.82,91818.09,1062411.03,01-11-1997
174806,Adams# Douglas,WY,9.46,Dirt,37703.00,0.78,3.33,29408.34,125550.99,14659.15,169618.48,01-12-2005
174884,Jean Ichbiah,AK,1.76,Asphalt,269635.00,10.78,13.33,2906665.30,3594234.55,114415.84,6615315.69,01-12-2005
174955,Adams# Douglas,RI,7,Wood,229613.00,12.50,9.25,2870162.50,2123920.25,349585.79,5343668.54,01-12-2005
175024,Jean Ichbiah,OH,7.14,Asphalt,288803.00,10.78,13.33,3113296.34,3849743.99,497161.08,7460201.41,01-12-2005
175035,Grace Murray Hopper,KY,6,Distressed Red Oak,175974.00,18.57,23.33,3267837.18,4105473.42,442398.64,7815709.24,01-12-2005
175100,Alphabet,XX,9.46,Carpet,87650.00,12.50,6.30,1095625.00,552195.00,155883.77,1803703.77,01-12-2005
175148,Thomas J. Watson,RI,7,Wood,54586.00,12.50,9.25,682325.00,504920.50,83107.19,1270352.69,01-12-2005
175241,Microsoft# Inc.,XX,9.46,Asphalt,164450.00,10.78,13.33,1772771.00,2192118.50,375078.55,4339968.05,01-12-2005
175323,Apple,WY,9.46,Trampoline,218070.00,20.78,13.33,4531494.60,2906873.10,703669.58,8142037.28,01-12-2005
175379,Adams# Douglas,LO,9.46,Wood,182575.00,12.50,9.25,2282187.50,1688818.75,375657.19,4346663.44,01-12-2005
175398,Thomas J. Watson,OH,7.14,Distressed Red Oak,231891.00,18.57,23.33,4306215.87,5410017.03,693739.03,10409971.93,01-12-2005
175458,Ada Lovelace,AK,1.76,Mosaic Tile,163546.00,18.50,49.25,3025601.00,8054640.50,195012.25,11275253.75,01-12-2005
175539,Microsoft# Inc.,KY,6,Laminate,222567.00,4.50,9.80,1001551.50,2181156.60,190962.49,3373670.59,01-12-2005
175591,Charles Babbage,WY,9.46,Mosaic Tile,287391.00,18.50,49.25,5316733.50,14154006.75,1841932.03,21312672.28,01-12-2005
175609,Steve Jobs,LO,9.46,Trampoline,44840.00,20.78,13.33,931775.20,597717.20,144689.98,1674182.38,01-12-2005
175637,Steve Jobs,II,9.46,Granite,179652.00,72.50,29.25,13024770.00,5254821.00,1729249.31,20008840.31,01-12-2005
175752,Monsters Inc.,WY,9.46,Granite,198997.00,72.50,29.25,14427282.50,5820662.25,1915455.57,22163400.32,01-12-2005
175843,Bill Gates,XX,9.46,Dirt,112472.00,0.78,3.33,87728.16,374531.76,43729.79,505989.71,01-12-2005
175872,Grace Murray Hopper,DN,9.46,Bamboo,141434.00,18.50,9.25,2616529.00,1308264.50,371285.47,4296078.97,01-12-2005
175966,Alan M. Galloway# Jr.,DN,9.46,Straw,5479.00,1.80,3.25,9862.20,17806.75,2617.48,30286.43,01-12-2005
175979,Alan M. Galloway# Jr.,LO,9.46,Distressed Red Oak,178931.00,18.57,23.33,3322748.67,4174460.23,709235.96,8206444.86,01-12-2005
176003,Thomas J. Watson,XX,9.46,Carpet,214774.00,12.50,6.30,2684675.00,1353076.20,381971.26,4419722.46,01-12-2005
176012,Ada Lovelace,ZZ,9.46,Asphalt,106941.00,10.78,13.33,1152823.98,1425523.53,243911.67,2822259.18,01-12-2005
334784,Alan M. Galloway# Jr.,KY,6,Distressed Red Oak,297561.00,18.57,23.33,5525707.77,6942098.13,748068.35,13215874.25,01-13-1920
334820,Louisville Llama Farm,OH,7.14,Marble,220923.00,88.73,34.25,19602497.79,7566612.75,1939874.49,29108985.03,01-13-1920
334831,Grace Murray Hopper,XX,9.46,Tile,94693.00,1.50,14.30,142039.50,1354109.90,141535.73,1637685.13,01-13-1920
334879,Alan M. Galloway# Jr.,II,9.46,Straw,161783.00,1.80,3.25,291209.40,525794.75,77288.59,894292.74,01-13-1920
334956,Jean Ichbiah,DN,9.46,Disco Light Up Panels,210339.00,40.78,23.33,8577624.42,4907208.87,1275665.23,14760498.52,01-13-1920
335030,Jean Ichbiah,RI,7,Marble,115902.00,88.73,34.25,10283984.46,3969643.50,997753.96,15251381.92,01-13-1920
335088,Tractor Supply Co.,AK,1.76,Disco Light Up Panels,166307.00,40.78,23.33,6781999.46,3879942.31,187650.18,10849591.95,01-13-1920
335110,Thomas J. Watson,OH,7.14,Granite,251308.00,72.50,29.25,18219830.00,7350759.00,1825740.05,27396329.05,01-13-1920
335166,Alphabet,AK,1.76,Laminate,138064.00,4.50,9.80,621288.00,1353027.20,34747.95,2009063.15,01-13-1920
335284,Steve Jobs,WY,9.46,Trampoline,161361.00,20.78,13.33,3353081.58,2150942.13,520680.64,6024704.35,01-13-1920
335334,Monsters Inc.,OH,7.14,Granite,16617.00,72.50,29.25,1204732.50,486047.25,120721.67,1811501.42,01-13-1920
335383,Monsters Inc.,KY,6,Granite,134.00,72.50,29.25,9715.00,3919.50,818.07,14452.57,01-13-1920
335409,Jean Ichbiah,II,9.46,Distressed Red Oak,284555.00,18.57,23.33,5284186.35,6638668.15,1127902.04,13050756.54,01-13-1920
335494,Charles Darwin,KY,6,Distressed Red Oak,277732.00,18.57,23.33,5157483.24,6479487.56,698218.25,12335189.05,01-13-1920
335555,Alphabet,DN,9.46,Bamboo,198417.00,18.50,9.25,3670714.50,1835357.25,520874.39,6026946.14,01-13-1920
335578,Tractor Supply Co.,LO,9.46,Straw,268640.00,1.80,3.25,483552.00,873080.00,128337.39,1484969.39,01-13-1920
335583,Penn Jillette,ZZ,9.46,Trampoline,280697.00,20.78,13.33,5832883.66,3741691.01,905754.76,10480329.43,01-13-1920
335652,Apple,ZZ,9.46,Trampoline,176846.00,20.78,13.33,3674859.88,2357357.18,570647.73,6602864.79,01-13-1920
335727,Monty Hall,RI,7,Wood,81694.00,12.50,9.25,1021175.00,755669.50,124379.12,1901223.62,01-13-1920
335813,Apple,II,9.46,Laminate,236331.00,4.50,9.80,1063489.50,2316043.80,319703.85,3699237.15,01-13-1920
335818,Jean Ichbiah,KY,6,Dirt,159823.00,0.78,3.33,124661.94,532210.59,39412.35,696284.88,01-13-1920
335853,Jaden Smith,TX,8.19,Asphalt,102658.00,10.78,13.33,1106653.24,1368431.14,202709.41,2677793.79,01-13-1920
335908,Monty Hall,RI,7,Tile,271146.00,1.50,14.30,406719.00,3877387.80,299887.48,4583994.28,01-13-1920
335965,Alan M. Galloway# Sr.,HI,4.35,Straw,44952.00,1.80,3.25,80913.60,146094.00,9874.83,236882.43,01-13-1920
336017,Alphabet,XX,9.46,Bamboo,160918.00,18.50,9.25,2976983.00,1488491.50,422433.89,4887908.39,01-13-1920
336124,Thomas J. Watson,TX,8.19,Dirt,283173.00,0.78,3.33,220874.94,942966.09,95318.58,1259159.61,01-13-1920
336169,Thomas J. Watson,ZZ,9.46,Wood,24853.00,12.50,9.25,310662.50,229890.25,51136.29,591689.04,01-13-1920
336192,Louisville Llama Farm,OH,7.14,Laminate,125342.00,4.50,9.80,564039.00,1228351.60,127976.69,1920367.29,01-13-1920
336222,Jean Ichbiah,LO,9.46,Trampoline,1192.00,20.78,13.33,24769.76,15889.36,3846.35,44505.47,01-13-1920
336316,Monty Hall,XX,9.46,Granite,230480.00,72.50,29.25,16709800.00,6741540.00,2218496.76,25669836.76,01-13-1920
361199,Monty Hall,XX,9.46,Bamboo,130075.00,18.50,9.25,2406387.50,1203193.75,341466.39,3951047.64,01-13-1972
361223,Apple,TX,8.19,Distressed Red Oak,230108.00,18.57,23.33,4273105.56,5368419.64,789640.91,10431166.11,01-13-1972
361308,Ada Lovelace,LO,9.46,Mosaic Tile,8634.00,18.50,49.25,159729.00,425224.50,55336.60,640290.10,01-13-1972
361401,Monsters Inc.,ZZ,9.46,Asphalt,68871.00,10.78,13.33,742429.38,918050.43,157081.39,1817561.20,01-13-1972
361414,Ada Lovelace,XX,9.46,Laminate,112108.00,4.50,9.80,504486.00,1098658.40,151657.46,1754801.86,01-13-1972
361448,Ada Lovelace,ZZ,9.46,Distressed Red Oak,124137.00,18.57,23.33,2305224.09,2896116.21,492046.79,5693387.09,01-13-1972
361541,Thomas J. Watson,RI,7,Disco Light Up Panels,275663.00,40.78,23.33,11241537.14,6431217.79,1237092.85,18909847.78,01-13-1972
361547,Apple,ZZ,9.46,Wood,255317.00,12.50,9.25,3191462.50,2361682.25,525327.49,6078472.24,01-13-1972
361590,Grace Murray Hopper,ZZ,9.46,Distressed Red Oak,263245.00,18.57,23.33,4888459.65,6141505.85,1043434.74,12073400.24,01-13-1972
361665,Alex Trebek,XX,9.46,Disco Light Up Panels,279921.00,40.78,23.33,11415178.38,6530556.93,1697666.56,19643401.87,01-13-1972
361764,Thurston Howell# III,LO,9.46,Trampoline,157591.00,20.78,13.33,3274740.98,2100688.03,508515.58,5883944.59,01-13-1972
361839,Thurston Howell# III,WY,9.46,Trampoline,41817.00,20.78,13.33,868957.26,557420.61,134935.35,1561313.22,01-13-1972
361869,Alan M. Galloway# Jr.,HI,4.35,Bamboo,58758.00,18.50,9.25,1087023.00,543511.50,70928.25,1701462.75,01-13-1972
361951,The Boring Company,HI,4.35,Wood,213932.00,12.50,9.25,2674150.00,1978871.00,202406.41,4855427.41,01-13-1972
361979,Alphabet,RI,7,Wood,173516.00,12.50,9.25,2168950.00,1605023.00,264178.11,4038151.11,01-13-1972
361995,Thurston Howell# III,ZZ,9.46,Laminate,273905.00,4.50,9.80,1232572.50,2684269.00,370533.21,4287374.71,01-13-1972
362012,The Boring Company,DN,9.46,Distressed Red Oak,195425.00,18.57,23.33,3629042.25,4559265.25,774613.89,8962921.39,01-13-1972
362059,Ada Lovelace,LO,9.46,Bamboo,222531.00,18.50,9.25,4116823.50,2058411.75,584177.25,6759412.50,01-13-1972
362115,Penn Jillette,OH,7.14,Distressed Red Oak,124781.00,18.57,23.33,2317183.17,2911140.73,373302.33,5601626.23,01-13-1972
362213,Grace Murray Hopper,AK,1.76,Dirt,20210.00,0.78,3.33,15763.80,67299.30,1461.91,84525.01,01-13-1972
319349,Louisville Llama Farm,AK,1.76,Dirt,222862.00,0.78,3.33,173832.36,742130.46,16120.95,932083.77,01-14-1941
319400,Jean Ichbiah,TX,8.19,Wood,282961.00,12.50,9.25,3537012.50,2617389.25,504045.50,6658447.25,01-14-1941
319441,Bill Gates,II,9.46,Distressed Red Oak,73911.00,18.57,23.33,1372527.27,1724343.63,292963.99,3389834.89,01-14-1941
319529,Microsoft# Inc.,AK,1.76,Granite,148645.00,72.50,29.25,10776762.50,4347866.25,266193.47,15390822.22,01-14-1941
319575,Penn Jillette,TX,8.19,Carpet,46903.00,12.50,6.30,586287.50,295488.90,72217.49,953993.89,01-14-1941
319584,Charles Darwin,WY,9.46,Trampoline,209861.00,20.78,13.33,4360911.58,2797447.13,677180.73,7835539.44,01-14-1941
319618,Charles Darwin,KY,6,Trampoline,111430.00,20.78,13.33,2315515.40,1485361.90,228052.64,4028929.94,01-14-1941
319710,Charles Babbage,ZZ,9.46,Marble,88333.00,88.73,34.25,7837787.09,3025405.25,1027658.00,11890850.34,01-14-1941
319788,Louisville Llama Farm,TX,8.19,Laminate,234064.00,4.50,9.80,1053288.00,2293827.20,274128.73,3621243.93,01-14-1941
319819,Jean Ichbiah,XX,9.46,Distressed Red Oak,284669.00,18.57,23.33,5286303.33,6641327.77,1128353.90,13055985.00,01-14-1941
319910,Jaden Smith,OH,7.14,Trampoline,193353.00,20.78,13.33,4017875.34,2577395.49,470902.34,7066173.17,01-14-1941
319996,Tractor Supply Co.,ZZ,9.46,Granite,98789.00,72.50,29.25,7162202.50,2889578.25,950898.46,11002679.21,01-14-1941
320066,Thurston Howell# III,WY,9.46,Laminate,193633.00,4.50,9.80,871348.50,1897603.40,261942.85,3030894.75,01-14-1941
320137,Thurston Howell# III,DN,9.46,Dirt,268779.00,0.78,3.33,209647.62,895034.07,104502.89,1209184.58,01-14-1941
320159,Penn Jillette,XX,9.46,Dirt,89173.00,0.78,3.33,69554.94,296946.09,34671.00,401172.03,01-14-1941
320184,Alex Trebek,KY,6,Laminate,33685.00,4.50,9.80,151582.50,330113.00,28901.73,510597.23,01-14-1941
320255,Albert Einstein,II,9.46,Tile,133862.00,1.50,14.30,200793.00,1914226.60,200080.85,2315100.45,01-14-1941
320281,Charles Darwin,TX,8.19,Asphalt,74293.00,10.78,13.33,800878.54,990325.69,146699.63,1937903.86,01-14-1941
320381,Adams# Douglas,DN,9.46,Granite,156307.00,72.50,29.25,11332257.50,4571979.75,1504540.84,17408778.09,01-14-1941
320477,Louisville Llama Farm,XX,9.46,Granite,278071.00,72.50,29.25,20160147.50,8133576.75,2676586.31,30970310.56,01-14-1941
320576,Alan M. Galloway# Sr.,KY,6,Distressed Red Oak,75230.00,18.57,23.33,1397021.10,1755115.90,189128.22,3341265.22,01-14-1941
320639,Bill Gates,OH,7.14,Bamboo,237415.00,18.50,9.25,4392177.50,2196088.75,470402.21,7058668.46,01-14-1941
320708,Jaden Smith,OH,7.14,Laminate,130207.00,4.50,9.80,585931.50,1276028.60,132943.95,1994904.05,01-14-1941
320803,Alex Trebek,XX,9.46,Bamboo,188065.00,18.50,9.25,3479202.50,1739601.25,493698.83,5712502.58,01-14-1941
320880,Alan M. Galloway# Sr.,LO,9.46,Marble,27967.00,88.73,34.25,2481511.91,957869.75,325365.51,3764747.17,01-14-1941
157530,Elon Musk,LO,9.46,Bamboo,97278.00,18.50,9.25,1799643.00,899821.50,255369.34,2954833.84,01-16-1950
157564,Penn Jillette,WY,9.46,Distressed Red Oak,97996.00,18.57,23.33,1819785.72,2286246.68,388430.67,4494463.07,01-16-1950
157603,Thomas J. Watson,DN,9.46,Wood,264042.00,12.50,9.25,3300525.00,2442388.50,543279.62,6286193.12,01-16-1950
157619,Monsters Inc.,II,9.46,Bamboo,263403.00,18.50,9.25,4872955.50,2436477.75,691472.39,8000905.64,01-16-1950
157655,Charles Babbage,OH,7.14,Asphalt,160235.00,10.78,13.33,1727333.30,2135932.55,275837.18,4139103.03,01-16-1950
157751,Alphabet,II,9.46,Tile,202204.00,1.50,14.30,303306.00,2891517.20,302230.27,3497053.47,01-16-1950
157784,Jaden Smith,XX,9.46,Mosaic Tile,47379.00,18.50,49.25,876511.50,2333415.75,303659.12,3513586.37,01-16-1950
157874,Charles Babbage,II,9.46,Disco Light Up Panels,198630.00,40.78,23.33,8100131.40,4634037.90,1204652.42,13938821.72,01-16-1950
157892,Monsters Inc.,RI,7,Asphalt,33594.00,10.78,13.33,362143.32,447808.02,56696.59,866647.93,01-16-1950
157901,Charles Babbage,TX,8.19,Marble,85501.00,88.73,34.25,7586503.73,2928409.25,861171.37,11376084.35,01-16-1950
157926,Thomas J. Watson,XX,9.46,Straw,196526.00,1.80,3.25,353746.80,638709.50,93886.37,1086342.67,01-16-1950
157931,Jean Ichbiah,AK,1.76,Straw,213110.00,1.80,3.25,383598.00,692607.50,18941.22,1095146.72,01-16-1950
157980,Adams# Douglas,XX,9.46,Straw,283209.00,1.80,3.25,509776.20,920429.25,135297.44,1565502.89,01-16-1950
157998,Alan M. Galloway# Jr.,RI,7,Trampoline,245451.00,20.78,13.33,5100471.78,3271861.83,586063.35,8958396.96,01-16-1950
158047,Tractor Supply Co.,OH,7.14,Marble,48871.00,88.73,34.25,4336323.83,1673831.75,429125.11,6439280.69,01-16-1950
158054,Grace Murray Hopper,LO,9.46,Distressed Red Oak,150820.00,18.57,23.33,2800727.40,3518630.60,597811.27,6917169.27,01-16-1950
158107,Alan M. Galloway# Sr.,KY,6,Trampoline,18998.00,20.78,13.33,394778.44,253243.34,38881.31,686903.09,01-16-1950
158148,Monty Hall,XX,9.46,Marble,257052.00,88.73,34.25,22808223.96,8804031.00,2990519.32,34602774.28,01-16-1950
158181,Monty Hall,AK,1.76,Marble,178620.00,88.73,34.25,15848952.60,6117735.00,386613.70,22353301.30,01-16-1950
158249,The Boring Company,KY,6,Marble,63748.00,88.73,34.25,5656360.04,2183369.00,470383.74,8310112.78,01-16-1950
158343,Microsoft# Inc.,LO,9.46,Tile,126934.00,1.50,14.30,190401.00,1815156.20,189725.71,2195282.91,01-16-1950
158429,Alex Trebek,KY,6,Bamboo,292255.00,18.50,9.25,5406717.50,2703358.75,486604.58,8596680.83,01-16-1950
158519,Jean Ichbiah,DN,9.46,Distressed Red Oak,246041.00,18.57,23.33,4568981.37,5740136.53,975242.55,11284360.45,01-16-1950
158534,Tractor Supply Co.,RI,7,Distressed Red Oak,16183.00,18.57,23.33,300518.31,377549.39,47464.74,725532.44,01-16-1950
158542,Ada Lovelace,HI,4.35,Asphalt,61295.00,10.78,13.33,660760.10,817062.35,64285.28,1542107.73,01-16-1950
247516,The Boring Company,WY,9.46,Bamboo,215344.00,18.50,9.25,3983864.00,1991932.00,565310.30,6541106.30,01-18-1960
247539,Monsters Inc.,RI,7,Disco Light Up Panels,182694.00,40.78,23.33,7450261.32,4262251.02,819875.86,12532388.20,01-18-1960
247585,Bill Gates,AK,1.76,Carpet,117336.00,12.50,6.30,1466700.00,739216.80,38824.14,2244740.94,01-18-1960
247653,Charles Darwin,OH,7.14,Asphalt,246365.00,10.78,13.33,2655814.70,3284045.45,424106.01,6363966.16,01-18-1960
247698,Monsters Inc.,II,9.46,Granite,58133.00,72.50,29.25,4214642.50,1700390.25,559562.10,6474594.85,01-18-1960
247710,Alex Trebek,DN,9.46,Mosaic Tile,164922.00,18.50,49.25,3051057.00,8122408.50,1057009.84,12230475.34,01-18-1960
247766,Albert Einstein,OH,7.14,Trampoline,122356.00,20.78,13.33,2542557.68,1631005.48,297992.41,4471555.57,01-18-1960
247857,Albert Einstein,LO,9.46,Bamboo,80192.00,18.50,9.25,1483552.00,741776.00,210516.03,2435844.03,01-18-1960
247938,Alphabet,DN,9.46,Dirt,205084.00,0.78,3.33,159965.52,682929.72,79737.89,922633.13,01-18-1960
247956,Bill Gates,OH,7.14,Asphalt,23740.00,10.78,13.33,255917.20,316454.20,40867.32,613238.72,01-18-1960
247991,Penn Jillette,KY,6,Wood,187515.00,12.50,9.25,2343937.50,1734513.75,244707.08,4323158.33,01-18-1960
